Raw Item ID,Inner Item ID
77206,1129
77414,1130
78041,1131
78264,1132
79242,1133
79879,1134
80241,1135
80549,1136
80551,1137
80693,1138
80860,1139
81512,1140
81537,1141
82167,1142
84152,1143
95856,1144
98056,1145
100163,1146
103075,1147
107406,1148
110127,1149
112818,1150
114082,1151
117464,1152
1220,1153
1278,1154
2918,1155
5146,1156
5690,1157
6283,1158
6350,1159
6857,1160
26662,1161
26903,1162
31658,1163
32456,1164
52885,1165
61240,1166
67255,1167
83132,1168
85780,1169
98604,1170
103659,1171
104283,1172
104419,1173
115927,1174
10,1175
1101,1176
1246,1177
1835,1178
2058,1179
2268,1180
2353,1181
2431,1182
2605,1183
2719,1184
2724,1185
3082,1186
3174,1187
3275,1188
3408,1189
3409,1190
3510,1191
3755,1192
3785,1193
3821,1194
3978,1195
4344,1196
4369,1197
4718,1198
4901,1199
4979,1200
5481,1201
6947,1202
43679,1203
44195,1204
44199,1205
44972,1206
45081,1207
54995,1208
55232,1209
55577,1210
56801,1211
57274,1212
59900,1213
60126,1214
68073,1215
68554,1216
119145,1217
410,1218
1081,1219
27075,1220
72011,1221
91077,1222
102819,1223
116849,1224
117851,1225
69,1226
97,1227
125,1228
141,1229
147,1230
159,1231
223,1232
229,1233
261,1234
282,1235
333,1236
448,1237
477,1238
784,1239
785,1240
800,1241
832,1242
851,1243
912,1244
923,1245
994,1246
1178,1247
1199,1248
1204,1249
1234,1250
1292,1251
1300,1252
1321,1253
1414,1254
1500,1255
1590,1256
1625,1257
1876,1258
2025,1259
2248,1260
2314,1261
2318,1262
2391,1263
2409,1264
2700,1265
2730,1266
2797,1267
2932,1268
2966,1269
3006,1270
3098,1271
3108,1272
3210,1273
3298,1274
3424,1275
3476,1276
3552,1277
3608,1278
3686,1279
3897,1280
3911,1281
4017,1282
4102,1283
4103,1284
4508,1285
4778,1286
5008,1287
5294,1288
5388,1289
5782,1290
5810,1291
5954,1292
5995,1293
6003,1294
6188,1295
6244,1296
6291,1297
6436,1298
7156,1299
7256,1300
7265,1301
7438,1302
7767,1303
8496,1304
8781,1305
25748,1306
26059,1307
27706,1308
32199,1309
32657,1310
42176,1311
44555,1312
44633,1313
46850,1314
47460,1315
47894,1316
48043,1317
51559,1318
51596,1319
51894,1320
52328,1321
53447,1322
55267,1323
55269,1324
55363,1325
55659,1326
55805,1327
56580,1328
58303,1329
60753,1330
64575,1331
65188,1332
65418,1333
65596,1334
68237,1335
68868,1336
70541,1337
72395,1338
72405,1339
74727,1340
77177,1341
77658,1342
78574,1343
81371,1344
82976,1345
83349,1346
83359,1347
83910,1348
84392,1349
84613,1350
84716,1351
84772,1352
84775,1353
84942,1354
85022,1355
85025,1356
85131,1357
85213,1358
85342,1359
85401,1360
85774,1361
86083,1362
86237,1363
86347,1364
86504,1365
86817,1366
86835,1367
86898,1368
87485,1369
87522,1370
87529,1371
87660,1372
87867,1373
87960,1374
88235,1375
88267,1376
88405,1377
88515,1378
88694,1379
88954,1380
89090,1381
89190,1382
89804,1383
89904,1384
90343,1385
90374,1386
90376,1387
90403,1388
90405,1389
90522,1390
90531,1391
90576,1392
90600,1393
90888,1394
91079,1395
91126,1396
91199,1397
91233,1398
91325,1399
91485,1400
91535,1401
91622,1402
91673,1403
91690,1404
91890,1405
91974,1406
91976,1407
92192,1408
92494,1409
92500,1410
92637,1411
92694,1412
93040,1413
93265,1414
93270,1415
93287,1416
93443,1417
93498,1418
93721,1419
93766,1420
93831,1421
93838,1422
94024,1423
94266,1424
94405,1425
94896,1426
94953,1427
94959,1428
94985,1429
95088,1430
95207,1431
95307,1432
95309,1433
95449,1434
95567,1435
95583,1436
95744,1437
95761,1438
95858,1439
95873,1440
95875,1441
96121,1442
96432,1443
96488,1444
96612,1445
96616,1446
96691,1447
96728,1448
96811,1449
96911,1450
97057,1451
97225,1452
97648,1453
97836,1454
97860,1455
97866,1456
98122,1457
98361,1458
98795,1459
99112,1460
99764,1461
99813,1462
100106,1463
100390,1464
100487,1465
100556,1466
100714,1467
101025,1468
101076,1469
101283,1470
101285,1471
101360,1472
101362,1473
101577,1474
101739,1475
101864,1476
101895,1477
101962,1478
102033,1479
102217,1480
102481,1481
102602,1482
102686,1483
102716,1484
102800,1485
103042,1486
103141,1487
103339,1488
103539,1489
103624,1490
103772,1491
103810,1492
103883,1493
103984,1494
104069,1495
104074,1496
104211,1497
104243,1498
104272,1499
104303,1500
104520,1501
104925,1502
104944,1503
105211,1504
105250,1505
105355,1506
105731,1507
105755,1508
106471,1509
106540,1510
106762,1511
106889,1512
106918,1513
107348,1514
107890,1515
108188,1516
108583,1517
108709,1518
108729,1519
108945,1520
109569,1521
109850,1522
109864,1523
110501,1524
110882,1525
111364,1526
111384,1527
111622,1528
112897,1529
112940,1530
113348,1531
113374,1532
113378,1533
114554,1534
114635,1535
115705,1536
115708,1537
116136,1538
116138,1539
117533,1540
118700,1541
118880,1542
120811,1543
120813,1544
120815,1545
120821,1546
120823,1547
8951,1548
34048,1549
37729,1550
37736,1551
37830,1552
39715,1553
40819,1554
40826,1555
42734,1556
45186,1557
45668,1558
45950,1559
46322,1560
46335,1561
46976,1562
47124,1563
47382,1564
47629,1565
48142,1566
48319,1567
48877,1568
49824,1569
50005,1570
50804,1571
52579,1572
52975,1573
53123,1574
53322,1575
55052,1576
55253,1577
55274,1578
55872,1579
56152,1580
56941,1581
57504,1582
58107,1583
58299,1584
59333,1585
60291,1586
60397,1587
60674,1588
60950,1589
61729,1590
63853,1591
65685,1592
85438,1593
86298,1594
86548,1595
90249,1596
93272,1597
94864,1598
95218,1599
95441,1600
96283,1601
96430,1602
96588,1603
96655,1604
98243,1605
98491,1606
99530,1607
100383,1608
101112,1609
101142,1610
102407,1611
102720,1612
103107,1613
104241,1614
105468,1615
112006,1616
113275,1617
7,1618
357,1619
595,1620
802,1621
915,1622
920,1623
953,1624
1013,1625
1035,1626
1302,1627
1784,1628
1873,1629
2023,1630
2125,1631
3844,1632
4014,1633
4823,1634
7092,1635
7318,1636
26528,1637
38798,1638
68099,1639
74282,1640
66547,1641
317,1642
3623,1643
6893,1644
128715,1645
29,1646
428,1647
665,1648
714,1649
735,1650
1061,1651
1129,1652
1262,1653
1273,1654
1281,1655
1343,1656
1464,1657
1483,1658
1667,1659
1729,1660
1844,1661
2076,1662
2178,1663
2232,1664
2313,1665
2551,1666
2707,1667
3089,1668
3105,1669
3310,1670
3435,1671
3814,1672
3932,1673
4128,1674
4370,1675
4552,1676
4728,1677
4848,1678
4928,1679
5004,1680
5319,1681
5475,1682
5477,1683
5791,1684
5878,1685
6281,1686
6323,1687
6530,1688
6552,1689
6709,1690
6774,1691
6873,1692
6888,1693
6890,1694
7044,1695
7123,1696
7235,1697
7367,1698
8656,1699
8784,1700
25963,1701
26318,1702
27317,1703
27788,1704
31270,1705
33166,1706
33903,1707
40412,1708
44694,1709
48231,1710
48304,1711
48997,1712
51709,1713
52281,1714
52319,1715
52952,1716
53326,1717
53519,1718
53953,1719
55118,1720
55765,1721
56145,1722
58554,1723
58964,1724
59995,1725
62203,1726
66289,1727
68519,1728
69103,1729
69134,1730
70206,1731
72386,1732
72554,1733
74228,1734
78039,1735
80126,1736
81085,1737
82667,1738
84189,1739
88163,1740
90154,1741
93164,1742
93790,1743
101741,1744
103017,1745
103253,1746
114060,1747
120635,1748
121583,1749
145,1750
1148,1751
1544,1752
2947,1753
5283,1754
6548,1755
6796,1756
27478,1757
53972,1758
70641,1759
80139,1760
81156,1761
89305,1762
93083,1763
93363,1764
98083,1765
100108,1766
106062,1767
109673,1768
112911,1769
113532,1770
115071,1771
899,1772
913,1773
922,1774
1019,1775
2726,1776
3362,1777
5290,1778
8221,1779
8228,1780
8638,1781
92243,1782
128686,1783
5152,1784
5293,1785
5872,1786
5941,1787
5945,1788
6059,1789
6383,1790
6550,1791
6957,1792
8948,1793
27873,1794
37733,1795
39444,1796
43560,1797
208,1798
128832,1799
173,1800
349,1801
393,1802
442,1803
485,1804
1620,1805
2009,1806
2594,1807
2985,1808
3101,1809
3256,1810
4018,1811
5507,1812
6503,1813
26913,1814
33158,1815
43928,1816
65642,1817
66639,1818
67197,1819
67923,1820
74545,1821
79185,1822
86644,1823
106072,1824
114935,1825
185,1826
3176,1827
3981,1828
8117,1829
84601,1830
96861,1831
100498,1832
109243,1833
112171,1834
113604,1835
114678,1836
120392,1837
130219,1838
70,1839
372,1840
1285,1841
1840,1842
3186,1843
3786,1844
3974,1845
5219,1846
8861,1847
57276,1848
58530,1849
68843,1850
72165,1851
82703,1852
118985,1853
119687,1854
509,1855
1653,1856
2153,1857
2294,1858
2338,1859
2686,1860
3005,1861
3252,1862
3825,1863
3910,1864
3967,1865
3969,1866
4069,1867
4246,1868
4639,1869
4641,1870
5225,1871
6711,1872
55442,1873
74324,1874
1079,1875
1175,1876
2618,1877
3266,1878
4967,1879
8983,1880
47999,1881
77455,1882
86290,1883
103235,1884
1293,1885
1834,1886
6187,1887
3,1888
158,1889
235,1890
273,1891
441,1892
500,1893
520,1894
708,1895
724,1896
765,1897
801,1898
986,1899
1320,1900
1366,1901
1391,1902
1393,1903
1409,1904
1552,1905
1586,1906
1588,1907
1644,1908
1702,1909
1717,1910
1760,1911
1917,1912
2054,1913
2059,1914
2124,1915
2321,1916
2392,1917
2496,1918
2558,1919
2580,1920
2606,1921
2701,1922
2759,1923
2881,1924
2888,1925
2908,1926
2978,1927
2995,1928
3081,1929
3175,1930
3273,1931
3354,1932
3556,1933
3882,1934
3960,1935
4701,1936
5025,1937
5064,1938
5095,1939
5282,1940
5312,1941
5324,1942
5377,1943
5415,1944
5564,1945
5620,1946
5668,1947
6591,1948
6755,1949
6886,1950
6979,1951
7173,1952
7362,1953
7460,1954
8366,1955
8373,1956
8645,1957
8783,1958
8949,1959
8958,1960
8977,1961
26887,1962
27020,1963
27820,1964
30810,1965
32296,1966
32898,1967
33836,1968
36401,1969
37382,1970
37720,1971
42004,1972
42011,1973
43914,1974
44974,1975
46772,1976
48082,1977
48738,1978
50794,1979
51086,1980
53460,1981
54075,1982
55069,1983
56251,1984
57534,1985
58306,1986
60037,1987
60766,1988
62970,1989
69818,1990
70597,1991
71304,1992
71518,1993
71573,1994
72393,1995
73270,1996
74452,1997
76077,1998
77795,1999
80880,2000
86295,2001
87483,2002
91128,2003
92008,2004
92422,2005
95105,2006
97858,2007
98175,2008
98189,2009
98296,2010
100244,2011
100810,2012
101060,2013
103372,2014
103384,2015
105325,2016
105593,2017
111931,2018
113573,2019
114670,2020
114795,2021
115122,2022
116397,2023
117344,2024
120825,2025
127088,2026
60,2027
709,2028
805,2029
828,2030
1010,2031
1011,2032
1012,2033
1015,2034
1017,2035
1023,2036
1029,2037
1111,2038
1125,2039
1556,2040
1957,2041
2016,2042
2057,2043
2069,2044
2080,2045
2142,2046
2501,2047
2807,2048
2846,2049
3287,2050
3766,2051
4844,2052
5159,2053
6251,2054
6791,2055
7139,2056
7161,2057
7704,2058
31193,2059
31687,2060
33830,2061
35347,2062
38164,2063
39234,2064
40414,2065
42191,2066
43869,2067
48711,2068
48982,2069
49013,2070
50068,2071
52694,2072
58324,2073
58490,2074
69644,2075
71282,2076
71619,2077
72356,2078
79572,2079
85181,2080
85259,2081
85316,2082
85585,2083
87876,2084
93297,2085
95375,2086
95377,2087
95446,2088
95628,2089
95654,2090
99568,2091
107725,2092
108928,2093
109420,2094
115840,2095
117430,2096
118854,2097
122230,2098
123639,2099
124077,2100
126405,2101
150,2102
2278,2103
3745,2104
3997,2105
4446,2106
4553,2107
327,2108
1222,2109
1288,2110
3617,2111
3996,2112
6586,2113
6618,2114
27005,2115
31878,2116
36,2117
41,2118
906,2119
908,2120
926,2121
930,2122
954,2123
1189,2124
1223,2125
1250,2126
1252,2127
1260,2128
1267,2129
1272,2130
1361,2131
2176,2132
3067,2133
3077,2134
3083,2135
3088,2136
3181,2137
3285,2138
3301,2139
3534,2140
3598,2141
3668,2142
3683,2143
3723,2144
3730,2145
3893,2146
4021,2147
4148,2148
4161,2149
4235,2150
4546,2151
4642,2152
4903,2153
5015,2154
5528,2155
5902,2156
5991,2157
6380,2158
7069,2159
7158,2160
7323,2161
7382,2162
7566,2163
7669,2164
8973,2165
27329,2166
27838,2167
31410,2168
32707,2169
33779,2170
41285,2171
48698,2172
49961,2173
50740,2174
52042,2175
55276,2176
55290,2177
76091,2178
79720,2179
87790,2180
90057,2181
91571,2182
96075,2183
97752,2184
100553,2185
101296,2186
101850,2187
102194,2188
106334,2189
111913,2190
126426,2191
62,2192
7022,2193
128842,2194
1230,2195
1244,2196
1701,2197
2290,2198
2300,2199
2356,2200
5010,2201
5867,2202
7076,2203
7934,2204
103980,2205
111661,2206
113705,2207
116799,2208
118898,2209
2926,2210
2971,2211
52435,2212
116905,2213
3470,2214
26082,2215
26131,2216
8970,2217
56715,2218
112946,2219
58154,2220
68269,2221
83086,2222
969,2223
1952,2224
2132,2225
2160,2226
3134,2227
3629,2228
5017,2229
6429,2230
7013,2231
7450,2232
7944,2233
8256,2234
8832,2235
8912,2236
25769,2237
33312,2238
33639,2239
33669,2240
33838,2241
34437,2242
36527,2243
37741,2244
39292,2245
41997,2246
44761,2247
1374,2248
361,2249
4572,2250
4673,2251
5553,2252
6812,2253
7007,2254
26485,2255
34336,2256
85367,2257
109183,2258
110130,2259
115172,2260
61285,2261
61406,2262
1959,2263
18,2264
181,2265
910,2266
924,2267
1077,2268
1562,2269
1641,2270
1920,2271
2081,2272
2394,2273
2429,2274
2791,2275
3054,2276
3462,2277
3977,2278
4974,2279
5296,2280
6765,2281
6807,2282
26133,2283
62644,2284
124867,2285
1340,2286
2550,2287
2648,2288
4863,2289
246,2290
919,2291
1242,2292
2420,2293
3034,2294
3255,2295
3360,2296
4019,2297
37739,2298
60487,2299
95311,2300
3741,2301
36517,2302
71033,2303
86320,2304
108727,2305
108981,2306
109161,2307
100302,2308
103801,2309
104339,2310
113345,2311
117444,2312
1921,2313
114662,2314
130490,2315
2942,2316
112070,2317
118896,2318
2882,2319
247,2320
3908,2321
4020,2322
4872,2323
5108,2324
5153,2325
5461,2326
5524,2327
5666,2328
5809,2329
7843,2330
8369,2331
8573,2332
27193,2333
27338,2334
27664,2335
34143,2336
34532,2337
43983,2338
47404,2339
48543,2340
49615,2341
53355,2342
55286,2343
59519,2344
62394,2345
64231,2346
65601,2347
65927,2348
66198,2349
66200,2350
69361,2351
70336,2352
71135,2353
74416,2354
75395,2355
77833,2356
78653,2357
80185,2358
84156,2359
84952,2360
85211,2361
87181,2362
89039,2363
92122,2364
93326,2365
93578,2366
94109,2367
100562,2368
103596,2369
126560,2370
127302,2371
2708,2372
3415,2373
4938,2374
6241,2375
26150,2376
26208,2377
26225,2378
26368,2379
26520,2380
26928,2381
43497,2382
65288,2383
66440,2384
70948,2385
70976,2386
70978,2387
71027,2388
72848,2389
74506,2390
78272,2391
82269,2392
88051,2393
115351,2394
115417,2395
1209,2396
3452,2397
4223,2398
5881,2399
7162,2400
46530,2401
49278,2402
100882,2403
108979,2404
123,2405
292,2406
370,2407
1078,2408
1251,2409
1757,2410
1963,2411
2557,2412
2640,2413
2712,2414
2973,2415
3129,2416
3618,2417
3813,2418
4144,2419
4409,2420
4628,2421
4733,2422
4873,2423
5339,2424
5675,2425
6213,2426
6214,2427
6750,2428
6789,2429
6993,2430
7348,2431
7486,2432
7983,2433
8014,2434
8830,2435
8860,2436
8870,2437
27266,2438
30803,2439
30820,2440
31420,2441
32029,2442
32291,2443
33164,2444
34334,2445
36276,2446
37240,2447
39427,2448
39435,2449
40148,2450
40614,2451
43415,2452
45210,2453
46967,2454
47465,2455
49772,2456
49932,2457
51925,2458
52604,2459
56389,2460
62511,2461
66171,2462
68791,2463
69951,2464
71745,2465
72380,2466
73323,2467
74510,2468
76079,2469
76772,2470
78218,2471
79293,2472
79357,2473
79428,2474
80846,2475
83798,2476
85056,2477
85397,2478
86345,2479
86377,2480
90345,2481
91505,2482
92535,2483
95201,2484
96281,2485
101761,2486
102088,2487
103444,2488
109187,2489
113225,2490
119153,2491
121372,2492
121374,2493
123571,2494
129354,2495
21,2496
1228,2497
1307,2498
8916,2499
50160,2500
2485,2501
6549,2502
6770,2503
7258,2504
8131,2505
43684,2506
44225,2507
45221,2508
50158,2509
50912,2510
51575,2511
51834,2512
51937,2513
53466,2514
54256,2515
54736,2516
54780,2517
54796,2518
55080,2519
55250,2520
55280,2521
55451,2522
